Business Name,Address,Phone,Services / Products,Website,Minority Type,Status,Kentucky Based
"BLUEROSE SUPPLY, LLC d/b/a The JERUS CO.","1630 Sherman Avenue, Cincinnati, OH, 45212",(513) 793-6763 Fax: (513) 793-6975,"Material Supplier - 423840 – Specializing in bottles (except waste); boxes and crates, industrial (except disposable plastics, paperboard, waste); brushes, industrial; cartons (except paper and paperboard); containers, industrial; drums, new and reconditioned; towels, industrial; and wiping cloths; ",https://www.bluerosesupply.com,Black-Owned,Active,No
"BOOKER ENGINEERING, INC.","1706 Joe Pope Road, Thompson's Station, TN, 37179",(615) 599-7351 Fax: (615) 599-7351,Related Services: 541330 - Specializing in civil engineering services; electrical engineering services; engineering consulting services; engineering design services; engineering services; and traffic engineering consulting services; and 541340 - Specializing in computer-aided design drafting (CADD) ,https://www.bookerengineering.com,"Black-Owned, Women-Owned",Active,No
"BRACO, INC.","PO Box 452, Henderson, KY, 42419",(270) 826-3867 or (270) 869-1670 Fax: (270) 826-3859,"Related Services: 238990 - Specializing in temporary fence installation for construction sites and outdoor venues; 484220 - Specializing in dump trucking dirt, rock, debris, etc.; and 562111 - Specializing in trash hauling, local",https://www.bracoinc.com,Women-Owned,Active,Yes
"BRAND ADVERTISING GROUP, LLC","128 E. Reynolds Road, #250, Lexington, KY, 40517",(859) 293-5760 or (859) 338-7102 Fax: (859) 255-0421,"Related Services: 541430 - Specializing in art services, commercial and graphic; art studios, commercial; artists, independent commercial; artists, independent graphic; commercial art services; commercial artists, independent; commercial illustration services; commercial illustrators, independent; c",https://www.baglex.com,Women-Owned,Active,Yes
"BRANDT ENTERPRISES, LLC d/b/a NEWCON CLEANING","903 Hunters Pointe Lane, Bowling Green, KY, 42104-7212",(270) 303-3959 or (270) 796-5848,Related Services: 238990 - Specializing in cleaning building interiors during and immediately after construction; and cleaning new building interiors immediately after construction; 561720 – Specializing in cleaning offices; custodial services; disinfecting services; janitorial services; office clea,https://www.newconcleaning.com,Women-Owned,Active,Yes
"BRIANANSARI & ASSOCIATES, INC.","14343 N. Frank Lloyd Wright Blvd., Scottsdale, AZ, 85260",(518) 221-4210,"Concessionaire/Related Services: 541611 – Administrative Management and General Management Consulting Services; 541613 – Marketing Consulting Services; 541614 – Process, Physical Distribution, and Logistics Consulting Services; 541618 – Other Management Consulting Services; and 541990 – All Other Pr",https://N/A,Black-Owned,Inactive,No
"BRIDGE RUBBER BEARING, LLC","15467 State Hwy. 64 W, Tyler, TX, 75704",(206) 683-4865,"Related Services: 237310 – Specializing in Bridge construction (bridge bearing manufacturing); 326291  – Specializing in Mechanical rubber goods (i.e., extruded, lathe-cut, molded) manufacturing; and 332312 – Specializing in the manufacturing of Bridge sections, prefabricated metal and Expansion joi",https://N/A,Asian-Owned,Inactive,No
"BROCKINGTON AND ASSOCIATES, INC.","4000 DeKalb Technology Parkway, Suite 400, Atlanta, GA, 30340",(770) 662-5807 or (843) 881-3128 Ext. 1008 Fax: (770) 662-5824,"Related Services: 541720 – Specializing in archeological research and development services; historic and cultural preservation research and development services; humanities research and development services

Prequalified Consultant: cultural-historic analysis",https://www.brockingtoncrm.com,Women-Owned,Active,No
"BROWNE E & C SERVICES, INC. d/b/a BROWNE ENGINEERING & CONSTRUCTION","One North Commerce Park Drive, Level G, Cincinnati, OH, 45215",(513) 931-0900 Fax: (513) 931-2857,"Related Services:  236220 – Specializing in Construction management, commercial and institutional building; 237110 – Specializing in Construction management, water and sewage treatment plant and Construction management, water and sewer line; 541330 - Specializing in civil engineering services; const",https://www.brownee.com,Black-Owned,Active,No
"BRYANT ASSOCIATES, INC.","90 Canal Street, Suite 301, Boston, MA, 2114",(617) 248-0300 or (617) 981-9389 Fax: (617) 248-0212,"Related Services: 236220 - Specifically athletic court, indoor, construction; institutional building construction; parking garage construction; railway station construction; and stadium and arena construction; 237110 - Specifically aqueduct construction; construction management, water and sewage tre",https://www.bryant-engrs.com,Black-Owned,Active,No
"BTH Construction Delivery, LLC","N/A, Newport, KY, N/A",513-655-7987,"Design & construction services, including master planning, new construction, renovations, etc.",https://www.bthconstruction.org,"Minority-Owned (general), Women-Owned",Active,Yes
"BTI Contracting, Inc.","N/A, Catlettsburg, KY, N/A",606-739-0049,"Asphalt seal coating, asphalt & concrete stripping, excavating, asphalt paving & trucking",,Women-Owned,No Website,Yes
"BULLZ-EYE EQUIPMENT & SUPPLY, LLC","PO Box 484, Moncks Corner, SC, 29461-0484",(843) 899-4001 or (843) 826-3863 Fax: (843) 899-4001,"Material Supplier: 423390 - Specializing in bins, storage; fencing (except wood); fencing and fencing accessories, wire, gate and fence hardware; ornamental ironwork; silt fence and other fabrics (e.g., for erosion control); wire fencing and fencing accessories; 423440 - Specializing in electrical s",https://www.bullzeyeequipment.com,Women-Owned,Active,No
Bailey Safety Inc.,"1338 S Shelby St, Louisville, KY, 40217",502-291-0596,Safety Consulting,http://www.baileysafety.com,Women-Owned,Active,Yes
"Bailey Safety, Inc.","N/A, Louisville, KY, N/A",502-291-0596,Consulting & training for construction & general industry,https://www.baileysafety.com,Women-Owned,Active,Yes
"Baptizer Business Solutions, LLC","N/A, Russellville, KY, N/A",270-791-1141,Business and personal consulting,https://www.baptizerbusinesssolutions.com,Minority-Owned (general),Active,Yes
"Barnett Mechanical Services, LLC","N/A, Columbus, OH, N/A",614-438-7556,"Commercial plumbing & HVAC estimating, material & equipment  procurement, material handling & warehouse distribution, mechanical trades subcontractor management, commercial plumbing & HVAC install, CAD/BIM services",https://www.Barnettmechanicalservices.com,Minority-Owned (general),Active,No
"Barren River Realty & Auction, LLC","N/A, Scottsville, KY, N/A",270-618-4663,"Real estate services, notary services & property management",https://www.barrenriverrealtyllc.com.,Women-Owned,Inactive,Yes
"Bathroom Besties, LLC","N/A, Russellville, KY, N/A",270-791-1141,Bathroom products and specialties,,Minority-Owned (general),No Website,Yes
"Bella Bagno, Inc.","5699 W. Howard Street, Niles, IL, 60714",847-673-7328,SANITARY AND JANITORIAL SUPPLIES; MAINT. AND REPAIR,http://www.bellabagno.com,Women-Owned,Active,No
"Benefit Resource Solutions, LLC","N/A, Newport, KY, N/A",859-261-0138,Consulting of benefit & retirement plans; administration of health & welfare plans; staffing for temporary services,https://www.benefitresourcesolutions.com,Minority-Owned (general),Inactive,Yes
"Benson Group, LLC","101 North 7th Street, Louisville, KY, 40202",502-561-3494,"Consulting, Training & Development, Program Management;",http://www.bensongroupllc.com,Black-Owned,Active,Yes
"Bhavana Foods, LLC","N/A, Louisville, KY, N/A",812-786-3084,Catering and food manufacturing,https://superfoodveda.com/,"Minority-Owned (general), Women-Owned",Active,Yes
"Bison Services, LLC","N/A, Foster, KY, N/A",606-747-0322,HVAC & electrical,,Minority-Owned (general),No Website,Yes
"Black Haq Enterprises, LLC","N/A, Lousiville, KY, N/A",502-500-9235,Hauling by way of tri-axle and quad-axle dump trucks,,Minority-Owned (general),No Website,Yes
"Blaze Enterprises, LLC","N/A, Clay City, KY, N/A",606-663-1003,"Waste removal, roll off containers, environmental services, towing & storage",,Women-Owned,No Website,Yes
"Blue Cypress Consulting, LLC","315 W Ponce de Leon Avenue, Suite 905, Decatur, GA, 30030",470-322-5100,541320 City planning services (More); 541611 Administrative Management and General Management Consulting Services (More),http://www.bluecypress-consulting.com,Women-Owned,Active,No
"Bluegrass Electrical Consultants, Inc.","1495 PRODUCTION DR, Burlington, KY, 41005",859-371-2583,Electrical Construction,http://www.becincky.com,Women-Owned,Active,Yes
"Bond Precision Contracting, LLC","2400 Windsor Forest Drive, Louisville, KY, 40272",502-428-7260,Utility construction and education,http://bondprecisioncontracting.com,Minority-Owned (general),Active,Yes
Bondry Management Consultants LLC,"35 E Main St, Suite 200, Carmel, IN, 46032",317-537-9555,"Bondry Management Consultants, LLC is a SEC- and MSRB-registered municipal advisory and management consulting firm headquartered in Indianapolis, Indiana. Bondry is proud to be the sole minority-owned and veteran-owned (MBE/VBE) municipal advisory firm in the State of Indiana. Our company motto “Bon",http://www.bondryconsulting.com,Minority-Owned (general),Active,No
Bondtech Corporation,"N/A, Somerset, KY, N/A",606-677-2616,"Manufacturer of autoclave & autoclave doors, autoclave bags & medical waste containers",https://www.bondtech.com,"Minority-Owned (general), Women-Owned",Active,Yes
"Book & Balances, Inc.","N/A, Taylor Mill, KY, N/A",502-767-5145,Virtual back office and client advisory services for small businesses,,Women-Owned,No Website,Yes
"Booker Design Collaborative, LLC","954 E Kentucky Street, Suite 1, Louisville, KY, 40202",502-795-7788,"Landscape Architecture, Urban Planning, Landscape Restoration, and Preservation Planning;",http://www.booker-design.com,Women-Owned,Active,Yes
Bourke Accounting LLC,"1941 Bishop Lane Suite 102, Louisville, KY, 40218",502-451-8773,"Full Service Tax and Accounting Firm. Payroll, formation of Corporations, LLCs, Monthly Financials and all States & Federal Tax Returns.",http://www.bourkeaccounting.com,LGBTQ+-Owned,Active,Yes
Bozville Construction,"101 N 7th St, Suite 638, Louisville, KY, 40202",502-294-4493,Home Remodeling Services,https://bozvilleconstruction.com,Minority-Owned (general),Inactive,Yes
"Brandis, Inc.","N/A, Simpsonville, KY, N/A",502-552-1257,Real estate consulting & appraisals,,Women-Owned,No Website,Yes
Brandt Enterprises dba NewCon Cleaning,"N/A, Bowling Green, KY, N/A",270-303-3959,"Professional cleaning of new construction and commercial accounts, including flooring and windows",https://www.newconcleaning.com,Women-Owned,Active,Yes
"Briljent, LLC","N/A, Fort Wayne, IN, N/A",260-434-0990,"Technical writing, project management, instructional design, training, change management, meeting facilitation, e-learning, delivery of customized training, staff augmentation, professional services, business analyst services, program evaluation, help desk support, community outreach, research, web ",http://www.briljent.com/,Women-Owned,Active,No
"Bryant Associates, Inc.","90 Canal Street, Suite 301, Boston, MA, 02114",502-775-5741,Construction,http://www.bryant-engrs.com,Black-Owned,Active,No
"Burns Drilling Supply, Inc.","N/A, Henderson, KY, N/A",270-869-4044,"Specializes in horizontal directional drilling supplies, drill bits, drill rods, hole openers, back reamers & safety products",https://www.burnsdrillingsupply.com,Women-Owned,Inactive,Yes
"C & K UNITED SHEET METAL & MECHANICAL, INC.","PO Box 16095, Evansville, IN, 47716",(812) 423-5090 Fax: (812) 423-5499,"Related Services: 236220 - Specializing in airport building construction, airport terminal construction, arena construction, auditorium construction, hangar construction, indoor swimming pool construction, jail construction, stadium and arena construction; 238120 – Specializing in structural steel e",https://N/A,Black-Owned,Inactive,No
"C AND P TRUCKING, LLC","1515 East 9th Street, Owensboro, KY, 42303",(270) 702-0051 or (270) 922-9102 Fax: (270) 240-1414,Related Services: 484220 - Specializing in dump truck hauling,https://www.candptruckingllc.com,Black-Owned,Inactive,Yes
"C&R Construction and Consulting, LLC.","598 Schwartz Rd NW, Corydon, IN, 47112",812-738-4493,"Excavation, grading, concrete, paving, water lines, drainage, asphalt material sale, demolition, hauling.",http://www.c-rconstruction.com,Women-Owned,Active,No
"C. A. FULKERSON, LLC","PO Box 3238, Corydon, IN, 47112",(812) 952-1777 Fax: (877) 502-2153,"Related Services: 238910 - Specializing as excavating, earthmoving or land clearing contractors and 561730 - Specializing in hydro seeding services (e.g., decorative, erosion control purpose); landscape care and maintenance services; landscape installation services; lawn seeding services; seeding la",https://N/A,Women-Owned,Inactive,No
